position,name,location,school,height,weight,fourty,stars,rating,rank,institution,year
ol,Jeremy Simpson,"Montreal, Quebec",Vanier Prep,78,285,,4,,18,Boston College,2002
rb,Kenny Irons,"Dacula, Georgia","",65,190,,4,,18,South Carolina,2002
de,Robert Ziminski,"Summit, Illinois",Argo,78,225,,3,,,Boston College,2002
te,Jesse Taylor,"Chaminade, California","",78,238,,4,,18,Washington State,2002
de,Mike Kudla,"Medina, Ohio",Highland,78,235,,4,,18,Ohio State,2002
lb,Stan White,"Cockeysville, Maryland",Gilman School,78,225,,4,,18,Ohio State,2002
lb,Lawrence Pinson,"Jenks, Oklahoma","",78,246,,4,,18,Oklahoma State,2002
rb,Tim Shaw,"Livonia, Michigan",Clarenceville,78,217,,3,,18,Penn State,2002
qb,Joel Statham,"Chatsworth, Georgia",Murray County,78,195,,3,,18,Maryland,2002
dt,Kwakou Robinson,"Brooklyn, New York",Polytechnic Prep,78,315,,4,,18,Virginia,2002
db,Stefan Orange,"Culpeper, Virginia","",78,180,,4,,18,Virginia,2002
ath,Terry Richardson,"Corona, California",Centennial,78,190,,4,,18,Arizona State,2002
rb,Jimtavis Walker,"Statesboro, Georgia","",65,195,,3,,,Florida,2002
te,Quinlan Germany,"Fort Worth, Texas",All Saints Episcopal,78,250,,4,,19,Texas A&M,2002
db,E.J. Underwood,"Hamilton, Ohio","",78,175,,4,,19,Ohio State,2002
lb,Elijah Dukes,"Tampa, Florida",Hillsborough,78,225,,4,,19,North Carolina State,2002
de,Doug Morris,"Pensacola, Florida",Woodham,78,250,,4,,19,Auburn,2002
ol,Stanley Daniels,"San Diego, California",Marian Catholic,78,310,,4,,19,Washington,2002
dt,Willie Henderson,"Memphis, Tennessee",Ridgeway,78,270,,4,,19,Memphis,2002
wr,Roy Hall,"Lyndhurst, Ohio",Brush,78,200,,4,,19,Ohio State,2002
ath,Chris Hannon,"Sarasota, Florida",Riverview,78,190,,4,,19,Tennessee,2002
db,Travarous Bain,"Miami, Florida",Northwestern,78,176,,3,,19,Miami (FL),2002
de,Reggie Holmes,"Bowie, Maryland","",78,235,,3,,,Maryland,2002
rb,Stevie Hicks,"Omaha, Nebraska",Creighton Prep,78,215,,4,,19,Iowa State,2002
ol,Josh Beekman,"Amsterdam, New York","",78,320,,4,,19,Boston College,2002
lb,Oscar Lua,"Indio, California",Indio,78,240,,4,,19,USC,2002
rb,Taufui Vakapuna,"Salt Lake City, Utah",East,78,215,,3,,19,Brigham Young,2002
wr,Robert Timmons,"Flower Mound, Texas",Marcus,78,205,,4,,20,Texas,2002
ath,Mike Nixon,"Phoenix, Arizona",Sunnyslope,78,205,,4,,20,UCLA,2002
lb,Nurahda Manning,"Bay City, Texas","",78,235,,4,,20,Texas A&M,2002
db,Mike Ross,"St. Petersburg, Florida",Catholic,78,185,,3,,20,USC,2002
de,Andy Alleman,"Massillon, Ohio",Washington,78,235,,3,,,Pittsburgh,2002
db,Justin Miller,"Owensboro, Kentucky","",78,180,,4,,20,Clemson,2002
lb,Rufus Alexander,"Baton Rouge, Louisiana",Christian Life,78,215,,4,,20,Oklahoma,2002
te,Joe Newton,"Roseburg, Oregon","",78,235,,4,,20,Oregon State,2002
qb,Patrick Dosh,"Richmond, Virginia",Benedictine School,78,205,,3,,20,Florida,2002
rb,Damien Rhodes,"Manlius, New York",Fayetteville-Manilus,78,195,,4,,20,Syracuse,2002
de,David Ligon,"Memphis, Tennessee",Christian Brothers,78,275,,4,,20,Tennessee,2002
dt,LaRon Harris,"Memphis, Tennessee",Kingsbury,78,305,,4,,20,Tennessee,2002
ol,Keith Jackson,"Inglewood, California","",78,300,,4,,20,Arizona,2002
ol,Rob Sims,"Macedonia, Ohio",Nordonia,78,290,,4,,20,Ohio State,2002
qb,Kellen Bradley,"Scottsdale, Arizona",Saguaro,78,175,,3,,20,Arizona State,2002
rb,Aaron Singh,"Carlsbad, California","",65,192,,3,,,Brigham Young,2002
rb,Ra'Shawn Mosley,"San Antonio, Texas",Southwest,65,175,,3,,,Arizona,2002
db,Brandon Leone,"Conroe, Texas",Oak Ridge,78,190,,3,,21,Texas A&M,2002
wr,Travis Wilson,"Carrollton, Texas",Creekview,78,200,,4,,21,Oklahoma,2002
lb,Edmond Miles,"Tallahassee, Florida",Godby,78,195,,4,,21,Iowa,2002
rb,Tre Smith,"Venice, Florida","",65,190,,4,,21,Auburn,2002
db,Aaron Gipson,"Fontana, California",Etiwanda,65,170,,4,,21,Oregon,2002
de,Dan Santucci,"Chicago, Illinois",St. Patrick,78,250,,3,,,Notre Dame,2002
qb,John Stocco,"Richfield, Minnesota",Holy Angels,78,180,,3,,21,Wisconsin,2002
qb,James Cox,"Simi Valley, California",Royal,78,185,,3,,21,Colorado,2002
lb,Dwayne Andrews,"Los Angeles, California",Locke,78,240,,3,,21,Fresno State,2002
te,J.J. Hair,"Mission Viejo, California",Capastrano Valley,78,235,,3,,21,UCLA,2002
de,Reggie Banks,"Shreveport, Louisiana",Evangel Christian,78,260,,3,,21,Arkansas,2002
ol,Jamie Ryan,"Tamaqua, Pennsylvania",Marian Catholic,78,275,,4,,21,Notre Dame,2002
ol,Shadu Moore,"Paterson, New Jersey",Paterson Catholic,78,300,,4,,21,Boston College,2002
rb,James Clancy,"Tulsa, Oklahoma",Bishop Kelley,78,240,,3,,21,Tulsa,2002
ath,Lorne Sam,"Buford, Georgia","",78,180,,4,,21,Florida State,2002
ol,Ryan Carter,"Clermont, Florida",South Lake,78,326,,4,,22,Florida,2002
rb,Daniel McLemore,"Duncanville, Texas","",65,170,,3,,,Oklahoma State,2002
de,Dennis Ellis,"Cleveland, Texas","",78,250,,3,,22,Texas A&M,2002
ol,Robert Chai,"Newport, California",Harbor,78,270,,3,,22,UCLA,2002
lb,Azzie Beagnyam,"Houston, Texas",Clear Lake,78,225,,3,,22,Pittsburgh,2002
rb,Jamal Pittman,"Columbia, Mississippi","",78,225,,4,,22,Mississippi,2002
rb,J.D. Runnels,"Midwest City, Oklahoma",Carl Albert,78,230,,3,,22,Oklahoma,2002
ath,Bryan Brown,"Corinth, Mississippi",Corinth,65,185,,4,,22,Mississippi,2002
wr,Kelvin Grant,"Camden, South Carolina","",78,205,,4,,22,Clemson,2002
db,Olaolu Sanni-Osomo,"LaGrange, Georgia","",78,195,,3,,22,Georgia,2002
db,B.J. Fields,"Kingsland, Georgia",Camden County,65,180,,4,,22,Georgia,2002
qb,Nick Reid,"Derby, Kansas","",78,197,,3,,22,Kansas,2002
dt,Broderick Bunkley,"Tampa, Florida",Chamberlain,78,260,,4,,22,Florida State,2002
de,Elvis Dumervil,"Miami, Florida",Jackson,78,240,,3,,,Louisville,2002
te,Ben Bandel,"Murrieta, California",Murrieta Valley,78,265,,3,,22,Washington,2002
qb,Zac Taylor,"Norman, Oklahoma","",78,175,,3,,22,Wake Forest,2002
rb,Clint Haney,"Sping Branch, Texas",Smithson Valley,78,190,,3,,,Texas,2002
ol,Jabari Levey,"Moncks Corner, South Carolina",Berkeley,78,300,,4,,23,South Carolina,2002
ath,Roshawn Pope,"Galveston, Texas",Ball,65,180,,4,,23,Houston,2002
rb,Kenny James,"Dos Palos, California",Dos Palos,65,206,,4,,23,Washington,2002
qb,Allen Webb,"Littleton, Colorado",Chatfield,78,190,,3,,23,Indiana,2002
de,Melik Brown,"Camden, New Jersey",Wilson,78,225,,3,,,North Carolina,2002
ol,Jonathan Palmer,"Ellenwood, Georgia",Cedar Grove,78,311,,3,,23,Auburn,2002
wr,Mike Williams,"Tampa, Florida",Plant,78,200,,4,,23,USC,2002
te,Mel Bryant,"Muncie, Indiana",Central,78,215,,3,,23,Illinois,2002
de,Ben Grubbs,"Eclectic, Alabama",Elmore County,78,251,,3,,23,Auburn,2002
db,Tyler Everett,"Canton, Ohio",McKinley,78,190,,3,,23,Ohio State,2002
qb,Marshall Tharpe,"Santa Margarita, California","",78,182,,3,,23,Colorado State,2002
lb,Reginald Cribbs Jr.,"Chicago, Illinois",Hubbard,78,210,,3,,23,Wisconsin,2002
lb,David Harris,"Grand Rapids, Michigan",Ottawa Hills,78,240,,3,,23,Michigan,2002
rb,Pierre Easley,"Atlanta, Georgia",Marist School,78,235,,3,,23,Wake Forest,2002
db,Trestin George,"Berkeley, California",St. Mary's,65,190,,4,,23,San Jose State,2002
ath,Paul Mosley,"Austin, Texas",Anderson,78,217,,4,,24,Baylor,2002
lb,Fletcher Session,"Tyler, Texas",John Tyler,78,210,,3,,24,Texas Tech,2002
lb,Andrew Ward,"Shreveport, Louisiana",Evangel Christian,78,220,,3,,24,Colorado,2002
te,Rimmon McNeese,"Grandview, Missouri",Grandview R2,78,215,,3,,24,Kansas State,2002
qb,Graeme McFarland,"Mountain Brook, Alabama",Mountain Brook,78,200,,3,,24,Indiana,2002
rb,Marcus O'Keith,"Harbor City, California",Narbonne,78,185,,4,,24,California,2002
db,Tommy Richardson,"North Miami Beach, Florida","",78,205,,3,,24,North Carolina,2002
ol,Alex Pou,"Miami, Florida",Coral Gables,78,280,,4,,24,Miami (FL),2002
wr,John Harris,"Americus, Georgia","",78,185,,4,,24,Florida State,2002
de,Thomas Patton,"Oakland, California",High Tech,78,244,,3,,,UCLA,2002
de,Braden Campbell,"Slippery Rock, Pennsylvania","",78,255,,3,,24,Virginia,2002
ol,J.C. Ronnfeldt,"Federal Way, Washington",Decatur,78,300,,3,,24,Oregon State,2002
qb,Joseph Ferguson,"Kansas City, Missouri",Pembroke Hill,78,182,,3,,24,Northwestern,2002
dt,Jake Kuresa,"Hyrum, Utah",Mountain Crest,78,305,,4,,24,Brigham Young,2002
db,Brandon Williams,"Columbus, Georgia",Shaw,78,196,,4,,24,Auburn,2002
rb,Mike Imoh,"Fairfax, Virginia",Robinson,65,180,,3,,,Virginia Tech,2002
ol,Brett Valdez,"Brownwood, Texas","",78,300,,3,,25,Texas,2002
dt,Earl Anderson,"San Marcos, Texas","",78,270,,4,,25,TCU,2002
de,Larry Birdine,"Lawton, Oklahoma",Eisenhower,78,230,,3,,,Oklahoma,2002
ath,Quinton McCoy,"Chandler, Arizona",Valley Christian,65,175,,4,,25,Michigan,2002
rb,Jaren Hayes,"Lebanon, Pennsylvania",Cedar Crest,65,180,,3,,,Michigan State,2002
wr,Tyler Littlehales,"Boulder, Colorado","",78,205,,4,,25,Colorado,2002
de,Brandon Jenkins,"Memphis, Tennessee",East,78,248,,3,,25,Mississippi,2002
te,Marcus Freeman,"St. Paul, Minnesota",Cretin-Derham Hall,78,240,,3,,25,Notre Dame,2002
rb,Nate Schiccatano,"Catawissa, Pennsylvania",Southern Columbia,78,215,,4,,25,Notre Dame,2002
lb,Obi Oluigbo,"Alexandria, Virginia",Episcopal,78,235,,3,,25,Michigan,2002
qb,Tim Brasic,"Riverside, Illinois",Brookfield,78,185,,3,,25,Illinois,2002
qb,Karim El Nokali,"Chartiers Valley, Pennsylvania","",78,200,,3,,25,Boston College,2002
lb,Cyruss Garrett,"Romeoville, Illinois","",78,220,,3,,25,Illinois,2002
db,Ashton Watson,"Huber Heights, Ohio",Wayne High School,65,160,,4,,25,Michigan State,2002
ath,Brandon Douglas,"Mesquite, Texas","",78,180,,3,,26,Texas Tech,2002
ath,Titus Ryan,"Tuscaloosa, Alabama",East Central,78,190,,3,,26,Alabama,2002
rb,Donnie Anders,"Salina, Kansas",Central,65,175,,3,,,Kansas State,2002
de,Aaron Scranton,"Buford, Georgia","",78,230,,3,,,Georgia,2002
te,John Doucette,"New Orleans, Louisiana",St. Augustine,78,245,,3,,26,Memphis,2002
qb,Maurice Avery,"Atlanta, Georgia",Mcnair,78,190,,3,,26,Memphis,2002
de,Jayme Mitchell,"Jackson, Mississippi",Forest Hill,78,270,,3,,26,Mississippi,2002
ol,James McCoy,"Moss Point, Mississippi",Moss Point,78,285,,4,,26,Mississippi,2002
qb,Chris Crumpton,"Hartselle, Alabama","",78,190,,3,,26,Southern Miss,2002
wr,David Gray,"Oakland, California",McClymonds,78,210,,4,,26,California,2002
ol,Kurt Mann,"Grand Island, Nebraska","",78,270,,3,,26,Nebraska,2002
lb,Darrell Burston,"Peachtree City, Georgia",Starr's Mill,78,210,,3,,26,Florida State,2002
lb,Greg Wilkerson,"Bowdon, Georgia","",78,225,,3,,26,Auburn,2002
dt,Loren Howard,"Scottsdale, Arizona",Saguaro,78,270,,4,,26,Northwestern,2002
db,Nicolaus Brooks,"Northside, Georgia",Northside,78,180,,3,,27,Florida,2002
de,Steve Harris,"Coral Gables, Florida",Coral Gables,78,220,,3,,,Florida,2002
db,Derron Ware,"Los Angeles, California",Dorsey,78,205,,3,,27,Michigan State,2002
rb,Corey Taylor,"Saint Louis, Missouri",University City,78,200,,3,,,Missouri,2002
qb,Brandon Avalos,"Tuscaloosa, Alabama",Hillcrest,78,185,,3,,27,Alabama,2002
ath,J.J. Billingsley,"Aurora, Colorado",Eaglecrest High School,65,185,,3,,27,Colorado,2002
ol,Dan Inman,"South View, North Carolina","",78,300,,4,,27,Georgia,2002
de,Terron Pullen,"Wrightsville, Georgia",Johnson County,78,260,,3,,27,Georgia Tech,2002
wr,Troy Williamson,"Jackson, South Carolina",Silver Bluff,78,200,,4,,27,South Carolina,2002
rb,John Ford,"Henderson, Nevada",Foothill,78,220,,4,,27,UNLV,2002
te,Jamaal Lewis,"Colorado Springs, Colorado",Rampart,78,220,,3,,27,Arizona State,2002
ol,Robin Kezirian,"Fresno, California",Central Union,78,280,,3,,27,Washington,2002
lb,Josh Tischer,"Morris, Illinois","",78,215,,3,,27,Illinois,2002
dt,C.J. Niusulu,"Barstow, California","",78,280,,4,,27,UCLA,2002
lb,Marcus Myers,"Pflugerville, Texas",Connally,78,215,,3,,28,Texas,2002
db,Brandon Grandberry,"Crowley, Texas","",65,185,,3,,28,Kansas State,2002
wr,Broderic Jones,"Ennis, Texas",Ennis,78,175,,4,,28,West Virginia,2002
rb,John Johnson,"Houston, Texas",Sam Houston,78,185,,3,,,Arkansas,2002
qb,Wesley Hill,"Cordele, Georgia",Crisp County,78,215,,3,,28,Auburn,2002
dt,Kyle Tatum,"Prattville, Alabama","",78,260,,4,,28,Alabama,2002
db,Anthony Smith,"Hubbard, Ohio","",78,175,,3,,28,Syracuse,2002
ath,Antwan Stewart,"Dumfries, Virginia",Potomac Senior,78,180,,3,,28,Tennessee,2002
de,Brian Smith,"Denton, Texas",Ryan,78,220,,3,,,Missouri,2002
te,Kevin Murphy,"Grand Rapids, Michigan",Forest Hills Central,78,230,,3,,28,Michigan,2002
de,David Quaintance,"Philadelphia, Pennsylvania",Archbishop Ryan,78,265,,3,,28,Maryland,2002
rb,Ken Darby,"Huntsville, Alabama",Butler,65,195,,3,,28,Alabama,2002
ol,John Parada,"Alta Loma, California",Alta Loma,78,305,,3,,28,Arizona,2002
ol,Brandon Gore,"Bealeton, Virginia",Liberty,78,315,,3,,28,Virginia Tech,2002
lb,Mike Talbot,"Auga Fria, Arizona",Union,78,230,,3,,28,Arizona State,2002
qb,Chris Pazan,"Chicago, Illinois",Brother Rice,78,205,,3,,28,Illinois,2002
de,Calvin Thibodeaux,"Houston, Texas",Westbury,78,240,,3,,29,Oklahoma,2002
wr,Biren Ealy,"Houston, Texas",Cypress Falls,78,200,,4,,29,Arizona,2002
dt,Tully Janszen,"Keller, Texas","",78,250,,4,,29,Texas,2002
lb,Ryan Majerus,"Oelwein, Iowa","",78,210,,3,,29,Iowa,2002
rb,Greg Gold,"Irving, Texas","",65,190,,3,,,Oklahoma State,2002
te,Steve Buches,"Pittsburgh, Pennsylvania",Central Catholic,78,220,,3,,29,Pittsburgh,2002
lb,Alex Ligon,"Torrance, California",North,78,230,,3,,29,Colorado,2002
db,Larry Anam,"Hialeah, Florida",American,78,180,,3,,29,Boston College,2002
de,L.C. Kirkpatrick,"Houston, Texas",Aldine,78,255,,3,,,Houston,2002
rb,Loren Wade,"Gardena, California",Serra,78,214,,3,,29,Arizona State,2002
qb,Jamie Beeghley,"Midland, Texas",Christian,78,195,,3,,29,Oklahoma State,2002
ol,Jim Marten,"Indianapolis, Indiana",Brebeuf Jesuit,78,295,,3,,29,Boston College,2002
ol,D'Brickashaw Ferguson,"Freeport, New York","",78,250,,3,,29,Virginia,2002
qb,Josh Hibbets,"Enid, Oklahoma",Enid,78,190,,3,,29,Missouri,2002
db,Willis Barringer,"Toledo, Ohio",Scott,78,195,,3,,29,Michigan,2002
ath,Taylor Sele,"Richmond Hill, Massachusetts",Lawrence Academy,78,190,,3,,29,Boston College,2002
de,Ray McDonald,"Belle Glade, Florida",Glades Central,78,245,,3,,30,Florida,2002
rb,Anthony Barnett,"Dallas, Texas",Carter,65,180,,3,,,Southern Methodist,2002
wr,Carl Tabb,"Ann Arbor, Michigan",Huron,78,180,,4,,30,Michigan,2002
db,Maurice Mack,"Olathe, Kansas",Wichita North,78,190,,3,,30,Kansas State,2002
qb,Dominique Richmond,"Hagerstown, Maryland",South Hagerstown,78,185,,3,,30,Maryland,2002
lb,Kenneth Kern,"Clarksdale, Mississippi",Clarksdale,78,225,,3,,30,Mississippi State,2002
ol,Doug Planchard,"Baton Rouge, Louisiana",Catholic,78,275,,3,,30,LSU,2002
db,Jake Carney,"Lexington, Kentucky",Lexington Catholic,78,180,,3,,30,Notre Dame,2002
de,Jake Ottolini,"Milan, New Hampshire",New Hampton,78,235,,3,,,Boston College,2002
te,Joseph Klopfenstein,"Aurora, Colorado",Grandview High School,78,211,,3,,30,Colorado,2002
rb,Ryan Cole,"Port Orchard, Washington",South Kitsap,65,212,,3,,30,Oregon State,2002
qb,"James ""Leon"" Pinkney","Boca Raton, Florida",Olympic Heights,78,200,,3,,30,East Carolina,2002
lb,A.J. Hawk,"Centerville, Ohio","",78,230,,3,,30,Ohio State,2002
ol,Rick McDole,"Marysville, Ohio","",78,325,,3,,30,Northwestern,2002
dt,Keenan Carter,"Dumfries, Virginia",Potomac Senior,78,315,,4,,30,Virginia,2002
ath,Patrick Hall,"Canton, Georgia",Sequoyah,78,245,,3,,30,Penn State,2002
ol,Herbert Taylor II,"Sugarland, Texas",Hightower,78,245,,3,,31,TCU,2002
db,Anthony Arline,"San Antionio, Texas",Madison,78,175,,3,,31,Baylor,2002
wr,Anthony Wright,"Klein, Texas",Forest,78,204,,4,,31,Colorado,2002
qb,Jason Manson,"Bloomfield, Connecticut","",78,180,,3,,31,Iowa,2002
ath,Jamar Ransom,"El Paso, Texas",Andress,65,205,,3,,31,Oklahoma State,2002
db,Marques Binns,"Los Angeles, California",Dorsey,78,170,,3,,31,Oregon,2002
rb,Dedric Poole,"Little Rock, Arkansas",Central,65,184,,3,,,Arkansas,2002
lb,Thaddaeus Washington,"Marrero, Louisiana",John Ehret,65,240,,3,,31,Colorado,2002
rb,Brandon Schweitzer,"West Henderson, North Carolina","",78,250,,3,,13,South Carolina,2002
dt,Lyle Sendlein,"Scottsdale, Arizona",Chaparral,78,270,,4,,31,Texas,2002
ol,Troy Reddick,"Albany, Georgia",Westover School,78,310,,3,,31,Auburn,2002
de,Tony Palazzo,"Snellville, Georgia",South Gwinnett,78,230,,3,,,Furman,2002
de,Brian Kuhn,"Lake Como, Florida",Crescent City,78,235,,3,,31,Auburn,2002
rb,Kelvin German,"Tyrone, Georgia",Sandy Creek,65,190,,3,,31,Middle Tennessee State,2002
lb,Brian Thompson,"Saginaw, Michigan",Nouvel,78,215,,3,,31,Michigan,2002
te,Matt Herian,"Pierce, Nebraska","",78,220,,3,,32,Nebraska,2002
rb,Beau Carr,"Spring, Texas",Westfield,65,195,,3,,,Arizona,2002
ol,Lequalan McDonald,"Waco, Texas","",78,325,,3,,32,Baylor,2002
db,Tywan Napper,"Clairton, Pennsylvania","",65,185,,3,,32,West Virginia,2002
rb,John Scott,"Zanesville, Ohio","",78,185,,3,,32,West Virginia,2002
lb,Dedrick Clark,"Pontotoc, Mississippi",Pontotoc,78,240,,3,,32,Mississippi,2002
qb,Josh Harris,"Union, South Carolina","",78,180,,3,,32,Middle Tennessee State,2002
ath,Mahlon Carey,"Austell, Georgia",South Cobb,78,195,,3,,32,North Carolina,2002
wr,Agim Shabaj,"Farmington Hills, Michigan",Harrison,65,185,,4,,32,Michigan State,2002
db,Aaron Rouse,"Virginia Beach, Virginia",First Colonial,78,190,,3,,32,Virginia Tech,2002
de,Korey Smith,"Kirkwood, Missouri",Kirkwood,78,217,,3,,,Iowa State,2002
de,Jay Richardson,"Dublin, Ohio",Scioto,78,240,,3,,32,Ohio State,2002
ol,Rueben Riley,"Grand Rapids, Michigan",Creston,78,290,,3,,32,Michigan,2002
lb,Emmett Morris,"Manchester, Missouri",Parkway South,78,210,,3,,32,Missouri,2002
dt,Levi Brown,"Norfolk, Virginia",Granby,78,280,,4,,32,Penn State,2002
lb,Antonio Reynolds,"Akron, Ohio",Buchtel,78,215,,3,,33,Miami (FL),2002
rb,Nate Robinson,"Seattle, Washington",Rainier Beach,65,171,,3,,,Washington,2002
wr,James Finley,"Los Angeles, California",Manual Arts,78,190,,3,,33,Oregon,2002
qb,David Overstreet,"Dallas, Texas",Samuell,78,180,,3,,33,Missouri,2002
de,Antoine Morgan,"Marlboro, South Carolina",County,78,210,,3,,,Vanderbilt,2002
de,Paul Phillip,"San Bernardino, California","",78,265,,3,,33,Arizona,2002
te,Cody Boyd,"Ferndale, Washington","",78,220,,3,,33,Washington State,2002
rb,Donnie Johnson,"Cincinnati, Ohio",North College Hill,78,195,,3,,33,Penn State,2002
dt,Jeremy Clark,"Daphne, Alabama","",78,270,,4,,33,Alabama,2002
ol,Antonio Mercier,"Washington, Georgia",Washington Wilkes,78,335,,3,,33,Georgia,2002
db,Frederick Bennett,"Manning, South Carolina","",78,180,,3,,33,South Carolina,2002
lb,Jerry Mackey,"Freeport, New York","",78,235,,3,,33,Syracuse,2002
ol,Enoka Lucas,"Honolulu, Hawaii",Kamehameha,78,290,,3,,33,Oregon,2002
db,Larry Williams,"Tallahasse, Florida",Lincoln,65,175,,3,,33,Clemson,2002
ath,Courtney Taylor,"Carrollton, Alabama",Carrollton,78,185,,3,,33,Auburn,2002
lb,Pagitte McGee,"Tyler, Texas",John Tyler,78,215,,3,,34,Oklahoma State,2002
te,Chad Andrus,"Keller, Texas","",78,215,,3,,34,TCU,2002
wr,Matthew Trannon,"Flint, Michigan",Northern High School,78,195,,3,,34,Michigan State,2002
de,Quentin Moses,"Athens, Georgia",Cedar Shoals,78,235,,3,,34,Georgia,2002
ol,Bartley Miller,"Atlanta, Georgia",Marist School,78,275,,3,,34,Georgia,2002
db,Jerome Kemp,"Wichita, Kansas",South East High,65,188,,3,,34,Kansas,2002
dt,LaDarius Love,"Jonesboro, Louisiana",Hodge,78,310,,4,,34,Louisiana Tech,2002
de,Tim Volk,"Thousand Oaks, California",Notre Dame,78,250,,3,,,Arizona,2002
rb,Lamarr Watkins,"Mt. Laurel, New Jersey",Lenape,78,205,,3,,34,Wisconsin,2002
ol,Mark Setterstrom,"Northfield, Minnesota","",78,270,,3,,34,Minnesota,2002
lb,Tyrone Martin,"Alex City, Alabama",Benjamin Russell,78,215,,3,,34,Auburn,2002
db,Chris Choice,"Greenbelt, Maryland",Roosevelt,78,175,,3,,34,Maryland,2002
ath,Derell Jenkins,"Bolingbrook, Illinois","",78,186,,3,,34,Northwestern,2002
db,Vance Washington,"Houston, Texas",Clear Brook,65,175,,3,,35,Colorado,2002
ath,Tim Washington,"Bristol, Connecticut",Bristol Central,65,185,,3,,35,Syracuse,2002
rb,Dominique Owens,"Sugarland, Texas",Kempner,65,185,,3,,,LSU,2002
ol,Elliot Vallejo,"Salinas, California",Palma,78,300,,3,,35,UCLA,2002
lb,Brandon Archer,"St. Paul, Minnesota",Cretin-Derham Hall,78,220,,3,,35,Kansas State,2002
de,Wes Murphy,"Springdale, Arkansas",Shiloh Christian,78,230,,3,,,Arkansas,2002
wr,Brian Clark,"Tampa, Florida",Chamberlain,78,185,,3,,35,North Carolina State,2002
dt,Jason Alford,"Orange, New Jersey","",78,265,,4,,35,Penn State,2002
te,Mike Trepina,"Darien, Illinois",Hinsdale South,78,265,,3,,35,Illinois,2002
de,Sean Harmon,"Edmond, Oklahoma",Santa Fe,78,260,,3,,35,Oklahoma State,2002
db,Brandon Mitchell,"Atlanta, Georgia",Mays,78,185,,3,,35,Ohio State,2002
rb,James Tunstalle,"Wyoming, West Virginia",Wyoming East,78,200,,3,,35,Marshall,2002
ol,T.J. Downing,"North Canton, Ohio",Glenoak,78,280,,3,,35,Ohio State,2002
lb,Darnell Smith,"San Antonio, Texas",Taft,78,220,,3,,35,Oklahoma State,2002
lb,Jimmy Morris,"Dallas, Texas",Skyline,78,205,,3,,36,Iowa State,2002
db,Andre Bailey,"Tempe, Arizona",McClintock,78,190,,3,,36,Arizona State,2002
ol,Del Scales,"Flower Mound, Texas","",78,280,,3,,36,Colorado,2002
te,Laenar Nixon,"Miami, Florida",Carol City,78,210,,3,,36,Oklahoma,2002
rb,D.J. Walker,"Brevard, North Carolina","",78,170,,3,,,North Carolina,2002
wr,Ian Firestone,"West Lawn, Pennsylvania",Wilson,78,191,,3,,36,North Carolina,2002
rb,Sean Miller,"Solon, Ohio","",65,205,,3,,36,Indiana,2002
ath,Martrez Milner,"Oakwood, Georgia",West Hall,78,235,,3,,36,Georgia,2002
dt,Justin Harrell,"Martin, Tennessee",Westview,78,300,,4,,36,Tennessee,2002
de,Andrew Smart,"Salt Lake City, Utah",Brighton,78,230,,3,,,Utah,2002
de,Edward Johnson,"Detroit, Michigan",Crockett,78,245,,3,,36,Penn State,2002
ol,Ron Darden,"Glen Burnie, Maryland","",78,315,,3,,36,Virginia,2002
lb,Kevis Burnam,"Montezuma, Georgia",Macon County,78,230,,3,,36,Auburn,2002
db,Anthony Longe,"St. Paul, Minnesota",Saint Agnes,65,175,,3,,36,Illinois,2002
wr,Reggie Lewis,"Jacksonville, Florida",First Coast,65,180,,3,,37,Florida,2002
dt,Brian Patrick,"Pasadena, Texas",Rayburn,78,270,,3,,37,Texas A&M,2002
rb,Dontavius Wilcox,"Rockledge, Florida","",78,200,,3,,,UCF,2002
db,Jebiaus Brown,"Milpitas, California",Milpitas,78,185,,3,,37,UCLA,2002
ath,Willie Gaston,"Galena Park, Texas",North Shore,65,180,,3,,37,Houston,2002
lb,Anthony Waters,"Lake View, South Carolina","",78,205,,3,,37,Clemson,2002
te,Lawrence Lilly,"Montevallo, Alabama","",78,240,,3,,37,Mississippi,2002
ol,Tony Sanders,"Memphis, Tennessee",Fairley High School,78,320,,3,,37,Mississippi,2002
db,Josh Gattis,"Durham, North Carolina",Northern Durham,78,190,,3,,37,Wake Forest,2002
de,George Hall,"Groton, Connecticut",Fitch,78,240,,3,,37,Purdue,2002
rb,Daccus Turman,"Chatham, Virginia",Hargrave Military Academy,78,220,,3,,37,South Carolina,2002
lb,Jason Ackermann,"Boulder, Colorado",Fairview High School,78,197,,3,,37,Colorado,2002
de,Chris Browder,"Camden, Alabama",Wilcox Central,78,215,,3,,,Alabama,2002
ol,Jeff Edwards,"Atlanta, Georgia",Marist School,78,250,,3,,37,Stanford,2002
wr,Santonio Holmes,"Belle Glade, Florida",Glades Central,65,178,,3,,38,Ohio State,2002
lb,Kellen Tillman,"Plano, Texas",West,78,218,,3,,38,Texas Tech,2002
db,Jo Jo Walker,"Carrollton, Texas",Creekview,65,165,,3,,38,Maryland,2002
db,Garland Heath,"Belle Glade, Florida",Central,78,190,,3,,38,North Carolina State,2002
te,Chad Jorgenson,"San Marcos, Texas",Baptist Academy,78,225,,3,,38,Louisville,2002
lb,Victor Worsley,"Tarboro, North Carolina",North Edgecombe,78,230,,3,,38,North Carolina,2002
de,Xavier Rainey,"Atlanta, Georgia",Southwest Dekalb,78,240,,3,,38,North Carolina,2002
